,elevation,mindate,maxdate,latitude,name,datacoverage,id,elevationUnit,longitude
936,1546.9,1941-08-01,2015-11-01,38.7411,"KARVAL, CO US",0.9888,COOP:054444,METERS,-103.5427
937,1702.9,1931-01-01,2015-11-01,39.49,"KASSLER, CO US",0.999,COOP:054452,METERS,-105.0952
938,1600.2,1936-09-01,1987-02-01,40.85,"KAUFFMAN 4 SSE, CO US",0.9968,COOP:054460,METERS,-103.9
939,3063.2,1994-11-01,1997-10-01,39.59083,"KEYSTONE 5 E, CO US",0.9998,COOP:054512,METERS,-105.8725
940,1581.9,1948-08-01,2015-11-01,37.4536,"KIM 15 NNE, CO US",0.4418,COOP:054538,METERS,-103.322
941,1770.9,1980-12-01,1983-01-01,37.2,"KIM 5 SW, CO US",0.9608,COOP:054542,METERS,-103.48333
942,1602.3,1988-04-01,2015-11-01,37.115,"KIM 10 SSE, CO US",1.0,COOP:054546,METERS,-103.2986
943,1951.9,1937-01-01,1942-09-01,39.35,"KIOWA, CO US",1.0,COOP:054580,METERS,-104.46667
944,1937.0,1956-01-01,1976-12-01,39.35,"KIOWA, CO US",0.0284,COOP:054581,METERS,-104.46667
945,1937.0,1956-04-01,1966-06-01,39.28333,"KIOWA 5 SE, CO US",0.9596,COOP:054584,METERS,-104.43333
946,1998.0,1956-01-01,1966-06-01,39.3,"KIOWA 4 SW, CO US",1.0,COOP:054585,METERS,-104.51667
947,2019.0,1956-01-01,1966-07-01,39.28333,"KIOWA 5 S, CO US",0.0359,COOP:054587,METERS,-104.46667
948,1220.1,1949-05-01,1953-06-01,39.61667,"KIRK, CO US",0.54,COOP:054592,METERS,-102.58333
949,1311.2,1939-09-01,2015-11-01,38.76261,"KIT CARSON, CO US",0.9574,COOP:054603,METERS,-102.79962
950,1324.7,1996-11-01,2015-11-01,38.8867,"KIT CARSON 9 NNE, CO US",1.0,COOP:054606,METERS,-102.7232
951,2019.0,1941-07-01,1949-06-01,37.11667,"KLINE 3 W, CO US",0.9895,COOP:054614,METERS,-108.18333
952,2273.8,1945-06-01,2015-11-01,40.0576,"KREMMLING, CO US",0.779,COOP:054664,METERS,-106.368
953,1723.0,1948-08-01,1960-06-01,38.91667,"KUTCH, CO US",0.7109,COOP:054684,METERS,-103.86667
954,1634.9,1960-05-01,1985-10-01,38.83333,"KUTCH 6 SSE, CO US",1.0,COOP:054686,METERS,-103.83333
955,1278.7,1946-01-01,2015-11-01,38.04948,"LA JUNTA MUNICIPAL AIRPORT, CO US",0.9476,COOP:054720,METERS,-103.51335
956,1246.3,1995-04-01,2015-11-01,37.98236,"LA JUNTA, CO US",0.9757,COOP:054724,METERS,-103.54397
957,1283.2,1982-08-01,2015-11-01,37.75144,"LA JUNTA 20 S, CO US",0.995,COOP:054726,METERS,-103.47671
958,2641.7,1905-05-01,2010-05-01,38.0247,"LAKE CITY, CO US",0.6979,COOP:054734,METERS,-107.3147
959,2644.4,2010-07-01,2011-12-01,38.02278,"LAKE CITY NUMBER 2, CO US",0.998,COOP:054735,METERS,-107.31444
960,2656.0,2012-01-01,2015-11-01,38.0523,"LAKE CITY 1 NNE, CO US",0.8294,COOP:054736,METERS,-107.3037
961,2606.0,1948-08-01,2015-11-01,38.9075,"LAKE GEORGE 8 SW, CO US",0.8626,COOP:054742,METERS,-105.4705
962,3128.8,1931-01-01,1991-10-01,38.81667,"LAKE MORAINE, CO US",0.9823,COOP:054750,METERS,-104.98333
963,1719.1,1962-07-01,2015-11-01,39.7488,"LAKEWOOD, CO US",0.9968,COOP:054762,METERS,-105.1205
964,1105.5,1931-01-01,2015-11-01,38.0936,"LAMAR, CO US",1.0,COOP:054770,METERS,-102.6306
965,2087.9,1997-09-01,2003-09-01,39.27861,"LARKSPUR 4 NW, CO US",0.973,COOP:054825,METERS,-104.92
966,1185.7,1931-01-01,2015-11-01,38.0635,"LAS ANIMAS, CO US",0.9902,COOP:054834,METERS,-103.2152
967,1460.9,1964-06-01,1965-03-01,39.75,"LAST CHANCE, CO US",0.7009,COOP:054856,METERS,-103.6
968,2144.0,1963-08-01,1971-07-01,37.5,"LA VETA, CO US",0.9791,COOP:054865,METERS,-105.0
969,2817.0,1931-01-01,1953-12-01,37.46667,"LA VETA PASS, CO US",0.9963,COOP:054870,METERS,-105.16667
970,2468.9,1975-02-01,2014-01-01,39.7661,"LAWSON, CO US",0.0155,COOP:054877,METERS,-105.6264
971,3030.0,1931-01-01,1982-08-01,39.21667,"LEADVILLE, CO US",0.8855,COOP:054884,METERS,-106.3
972,3030.6,1976-07-01,2008-12-01,39.22803,"LEADVILLE LAKE CO AIRPORT, CO US",0.9204,COOP:054885,METERS,-106.31625
973,3061.7,2013-01-01,2015-11-01,39.235,"LEADVILLE 1 SSW, CO US",0.944,COOP:054888,METERS,-106.3049
974,2471.9,1982-04-01,2015-11-01,37.3789,"LEMON DAM, CO US",0.9975,COOP:054934,METERS,-107.6593
975,1361.5,1931-01-01,2015-11-01,40.51461,"LEROY 5 WSW, CO US",0.9922,COOP:054945,METERS,-102.99068
976,1493.5,1941-08-01,1968-10-01,38.11667,"LIME 3 SE, CO US",0.9051,COOP:055001,METERS,-104.58333
977,1695.9,1931-01-01,1971-01-01,39.15,"LIMON 10 SSW, CO US",1.0,COOP:055015,METERS,-103.76667
978,1633.1,1948-01-01,1971-02-01,39.27332,"LIMON, CO US",1.0,COOP:055017,METERS,-103.66737
979,1633.1,1971-01-01,1995-09-01,39.27332,"LIMON, CO US",0.9694,COOP:055018,METERS,-103.66737
980,1698.3,1956-01-01,2015-11-01,38.9496,"LIMON ATWATER RANCH, CO US",0.3171,COOP:055020,METERS,-103.7695
981,1478.6,1988-12-01,2015-11-01,39.7555,"LINDON 5 WNW, CO US",0.997,COOP:055025,METERS,-103.4986
982,2044.0,1942-09-01,1955-12-01,38.93333,"LITTLE DOLORES, CO US",0.6875,COOP:055040,METERS,-108.85
983,1946.1,1961-11-01,1966-11-01,39.05,"LITTLE DOLORES 5 NE, CO US",0.8692,COOP:055041,METERS,-108.85
984,1871.5,1946-08-01,1991-09-01,40.0,"LITTLE HILLS, CO US",0.9797,COOP:055048,METERS,-108.2
985,1618.5,1978-05-01,1994-01-01,39.61667,"LITTLETON, CO US",0.9996,COOP:055056,METERS,-105.01667
986,1601.1,1931-01-01,1946-11-01,38.93333,"LONG BRANCH, CO US",0.9792,COOP:055108,METERS,-103.48333
987,1508.8,1931-01-01,2004-11-01,40.16958,"LONGMONT 2 ESE, CO US",0.9989,COOP:055116,METERS,-105.0774
988,1569.7,1948-08-01,2014-01-01,40.2466,"LONGMONT 6 NW, CO US",1.0,COOP:055121,METERS,-105.1463
989,2733.1,1931-01-01,1948-05-01,40.28333,"LONGS PEAK, CO US",0.8326,COOP:055141,METERS,-105.55
990,1548.4,1989-09-01,2015-11-01,40.435,"LOVELAND 2 N, CO US",0.8667,COOP:055236,METERS,-105.085
991,2345.4,1931-01-01,2015-11-01,37.1712,"MANASSA, CO US",0.951,COOP:055322,METERS,-105.94013
992,2102.2,1947-07-01,2015-11-01,37.335,"MANCOS 1 SW, CO US",0.8879,COOP:055327,METERS,-108.3161
993,2029.4,1948-08-01,2014-01-01,38.8557,"MANITOU SPRINGS, CO US",0.0829,COOP:055352,METERS,-104.933
994,3308.9,1947-07-01,1952-09-01,38.4,"MARSHALL PASS, CO US",0.9993,COOP:055394,METERS,-106.25
995,1709.9,1995-03-01,2015-11-01,39.6211,"MARSTON FILTER PLANT, CO US",0.9677,COOP:055402,METERS,-105.0655
996,2194.6,1947-07-01,2001-10-01,40.02139,"MARVINE, CO US",0.4739,COOP:055408,METERS,-107.55556
997,2377.4,1972-07-01,1998-08-01,40.02389,"MARVINE RANCH, CO US",0.9999,COOP:055414,METERS,-107.43361
998,1767.2,2010-07-01,2015-11-01,40.2528,"MASSADONA, CO US",0.9997,COOP:055420,METERS,-108.6405
999,1871.5,1986-01-01,2009-06-01,40.2844,"MASSADONA 3 E, CO US",0.9931,COOP:055422,METERS,-108.605
0,1777.0,1995-12-01,2010-08-01,39.1288,"MATHESON 8 SE, CO US",0.9886,COOP:055427,METERS,-103.8455
1,1812.3,1958-06-01,2015-11-01,40.51563,"MAYBELL, CO US",0.8942,COOP:055446,METERS,-108.09434
2,1898.6,1940-11-01,2015-11-01,40.0358,"MEEKER, CO US",0.7059,COOP:055484,METERS,-107.9058
3,1940.8,2012-01-01,2015-11-01,40.04437,"MEEKER AIRPORT, CO US",1.0,COOP:055485,METERS,-107.88836
4,1934.6,1970-10-01,1992-10-01,40.03333,"MEEKER NUMBER 2, CO US",0.9119,COOP:055487,METERS,-107.91667
5,1961.1,1931-01-01,1953-08-01,40.13333,"MEEKER 10 NW, CO US",0.9485,COOP:055489,METERS,-107.98333
6,2385.1,1963-08-01,2007-07-01,39.3619,"MEREDITH, CO US",0.9659,COOP:055507,METERS,-106.7422
7,2592.9,1949-11-01,1953-06-01,39.36667,"MEREDITH 4 NE, CO US",0.9555,COOP:055513,METERS,-106.68333
8,2988.9,1971-09-01,1979-03-01,39.05,"MESA LAKES RESORT, CO US",0.9892,COOP:055520,METERS,-108.08333
9,2176.9,1922-02-01,2015-11-01,37.1996,"MESA VERDE NATIONAL PARK, CO US",0.9885,COOP:055531,METERS,-108.4893
10,1631.9,1948-08-01,1953-11-01,38.61667,"MIDWAY 4 N, CO US",0.6846,COOP:055564,METERS,-104.66667
11,1250.9,1952-05-01,1953-06-01,39.83333,"MILDRED, CO US",1.0,COOP:055573,METERS,-102.46667
12,1333.5,1941-08-01,1950-12-01,37.06667,"CAMPO 21 E, CO US",0.991,COOP:055667,METERS,-102.23333
13,2345.4,1939-03-01,2015-11-01,37.58114,"MONTE VISTA 2 W, CO US",0.963,COOP:055706,METERS,-106.18656
14,2339.3,1965-05-01,1999-04-01,37.48333,"MONTE VISTA REFUGE, CO US",1.0,COOP:055711,METERS,-106.15
15,1763.6,1939-04-01,1982-10-01,38.48333,"MONTROSE 1, CO US",0.9865,COOP:055717,METERS,-107.88333
16,1739.5,2012-01-01,2015-11-01,38.50538,"MONTROSE REGIONAL AIRPORT, CO US",1.0,COOP:055718,METERS,-107.89813
17,1764.5,1885-01-01,2015-11-01,38.4858,"MONTROSE NUMBER 2, CO US",0.9669,COOP:055722,METERS,-107.8791
18,2239.1,1931-01-01,1965-08-01,39.08333,"MONUMENT 2 WSW, CO US",0.9753,COOP:055730,METERS,-104.93333
19,2113.8,2004-03-01,2009-01-01,39.0809,"MONUMENT 1 SSE, CO US",0.9819,COOP:055732,METERS,-104.866
20,2079.0,2009-08-01,2015-11-01,39.05639,"MONUMENT 3 S, CO US",1.0,COOP:055733,METERS,-104.86839
21,2158.0,1988-07-01,2003-05-01,39.1025,"MONUMENT, CO US",0.9889,COOP:055734,METERS,-104.8675
22,1780.0,1958-01-01,2014-01-01,39.6527,"MORRISON 1 SW, CO US",0.0236,COOP:055765,METERS,-105.203
23,2177.2,1975-02-01,1976-06-01,39.70378,"GOLDEN 3 S, CO US",0.009,COOP:055777,METERS,-105.22537
24,2013.8,2008-02-01,2015-11-01,38.04875,"BEULAH MPEC, CO US",1.0,COOP:055795,METERS,-104.99749
25,3240.0,1983-11-01,1999-11-01,39.65611,"MOUNT EVANS RESEARCH STATION, CO US",0.969,COOP:055797,METERS,-105.59972
26,1780.0,1948-08-01,1957-12-07,39.6527,"MORRISON 1 SW, CO US",1.0,COOP:055805,METERS,-105.203
27,2703.6,1948-08-01,1986-03-01,37.58333,"MULE SHOE LODGE 1 SS, CO US",0.7372,COOP:055819,METERS,-105.18333
28,2511.6,1970-04-01,1988-05-01,39.98333,"NEDERLAND 2 NNE, CO US",0.9999,COOP:055878,METERS,-105.5
29,3051.0,1996-10-01,2014-01-01,40.0361,"NEDERLAND 5 NNW, CO US",0.9947,COOP:055881,METERS,-105.5461
30,1342.0,1978-05-01,1979-12-01,38.18333,"NEPESTA 2 NW, CO US",0.998,COOP:055890,METERS,-104.16667
31,1457.9,1948-08-01,2005-01-01,40.6088,"NEW RAYMER, CO US",0.7303,COOP:055922,METERS,-103.8461
32,1578.9,1987-06-01,2015-11-01,40.9319,"NEW RAYMER 21 N, CO US",1.0,COOP:055934,METERS,-103.8678
33,2036.4,1930-06-01,2015-11-01,37.8123,"NORTHDALE, CO US",0.8557,COOP:055970,METERS,-109.0132
34,2386.6,1979-03-01,2014-01-01,40.93663,"NORTHGATE, CO US",0.0113,COOP:055982,METERS,-106.33908
35,1648.1,1984-09-01,2015-11-01,39.8988,"NORTHGLENN, CO US",0.9814,COOP:055984,METERS,-105.0133
36,2684.1,1931-01-01,1980-12-01,37.21667,"NORTH LAKE, CO US",1.0,COOP:055990,METERS,-105.05
37,2139.7,1931-07-01,2008-08-01,38.1316,"NORWOOD, CO US",0.9794,COOP:056012,METERS,-108.2863
38,2137.0,2009-10-01,2015-11-01,38.1314,"NORWOOD NUMBER 2, CO US",0.9867,COOP:056013,METERS,-108.285
39,1584.7,1948-08-01,2014-01-01,40.70925,"NUNN, CO US",0.4055,COOP:056023,METERS,-104.75833
40,2500.9,2005-12-01,2010-12-01,40.2405,"OAK CREEK 7 WSW, CO US",0.9671,COOP:056040,METERS,-107.0969
41,2500.9,1948-01-01,1951-11-01,39.55,"OIL SHALE MINE, CO US",1.0,COOP:056073,METERS,-107.93333
42,1634.9,1941-04-01,1955-07-01,38.61667,"OLATHE, CO US",0.9419,COOP:056081,METERS,-107.98333
43,1705.7,1983-08-01,1985-09-01,38.55,"OLATHE 4 SSW, CO US",0.8071,COOP:056116,METERS,-108.0
44,1325.9,1931-01-01,2015-11-01,38.21342,"ORDWAY 4 W, CO US",0.9568,COOP:056131,METERS,-103.82108
45,1453.0,1980-06-01,2014-12-01,38.5301,"ORDWAY 21 N, CO US",1.0,COOP:056136,METERS,-103.7059
46,1274.1,1941-08-01,1989-01-01,40.26667,"OTIS 11 NE, CO US",0.9332,COOP:056192,METERS,-102.83333
47,2389.6,1943-09-01,2006-09-01,38.0205,"OURAY, CO US",0.9867,COOP:056203,METERS,-107.6686
48,2352.4,2006-09-01,2015-11-01,38.0263,"OURAY NUMBER 2, CO US",0.9912,COOP:056205,METERS,-107.6725
49,1076.9,1941-08-01,1959-12-01,40.96667,"OVID, CO US",1.0,COOP:056225,METERS,-102.38333
50,2172.9,1939-04-01,2015-11-01,37.2537,"PAGOSA SPRINGS 1 SE, CO US",0.7619,COOP:056258,METERS,-106.9941
51,2319.5,1999-12-01,2010-10-01,37.2658,"PAGOSA SPRINGS 2 W, CO US",0.9311,COOP:056259,METERS,-107.053
52,2370.1,2010-12-01,2014-12-01,37.3115,"PAGOSA SPRINGS 6 WNW, CO US",0.9996,COOP:056263,METERS,-107.1195
53,1448.1,1929-01-01,2015-11-01,39.1136,"PALISADE, CO US",0.9665,COOP:056266,METERS,-108.3505
54,2467.1,1917-06-01,1971-06-01,37.43333,"PALISADE LAKES 6 SSE, CO US",0.6348,COOP:056271,METERS,-107.15
55,2182.7,1965-07-01,2011-12-01,39.11674,"PALMER LAKE, CO US",0.4721,COOP:056280,METERS,-104.91198
56,1189.9,1948-08-01,1977-07-01,40.61667,"PAOLI, CO US",0.9835,COOP:056299,METERS,-102.46667
57,1701.1,1957-05-01,2015-11-01,38.85234,"PAONIA 1 SW, CO US",0.9957,COOP:056306,METERS,-107.62249
58,1701.1,1905-01-01,1957-04-01,38.85234,"PAONIA 1 SW, CO US",0.9921,COOP:056307,METERS,-107.62249
59,1551.4,1981-06-01,1992-05-01,39.45,"PARACHUTE, CO US",0.6969,COOP:056311,METERS,-108.05
60,1610.0,1941-11-01,1977-10-01,38.36667,"PARADOX 1 E, CO US",0.9653,COOP:056315,METERS,-108.95
61,1685.5,1977-11-01,1995-09-01,38.38333,"PARADOX 1 W, CO US",0.9862,COOP:056318,METERS,-108.98333
62,1660.2,2005-07-01,2015-11-01,38.3897,"PARADOX 2 N, CO US",0.9999,COOP:056320,METERS,-108.9494
63,1799.5,1997-03-01,2012-12-01,39.5144,"PARKER, CO US",0.9365,COOP:056323,METERS,-104.7502
64,1923.3,1931-01-01,1998-02-01,39.52889,"PARKER 6 E, CO US",0.9851,COOP:056326,METERS,-104.65667
65,2521.9,1951-06-01,1973-12-01,39.91667,"PARSHALL 10 SSE, CO US",0.9666,COOP:056342,METERS,-106.11667
66,2592.9,1931-01-01,1950-09-01,40.96667,"PEARL, CO US",0.6541,COOP:056382,METERS,-106.56667
67,1649.9,1931-01-01,1972-12-01,38.45,"PENROSE, CO US",0.994,COOP:056410,METERS,-105.06667
68,1929.1,1978-05-01,1984-05-01,39.26667,"PERRY PARK, CO US",0.9858,COOP:056430,METERS,-104.96667
69,1698.3,1941-07-01,1955-12-01,38.9496,"LIMON ATWATER RANCH, CO US",0.9883,COOP:056438,METERS,-103.7695
70,2803.9,1931-01-01,1986-06-01,38.6,"PITKIN, CO US",0.9775,COOP:056513,METERS,-106.53333
71,2250.3,2008-12-01,2015-11-01,38.0177,"PLACERVILLE, CO US",1.0,COOP:056520,METERS,-108.0513
72,2301.2,1947-07-01,2008-06-01,37.9944,"PLACERVILLE, CO US",0.9453,COOP:056524,METERS,-108.0211
73,2997.4,1949-11-01,1991-10-01,37.35,"PLATORO, CO US",0.2699,COOP:056559,METERS,-106.53333
74,2090.9,1950-08-01,2008-04-01,37.5875,"PLEASANT VIEW, CO US",0.7145,COOP:056591,METERS,-108.7841
75,2103.4,2010-01-01,2013-09-01,37.5492,"PLEASANT VIEW 5 SW, CO US",0.0117,COOP:056595,METERS,-108.8304
76,2467.1,1964-08-01,1971-01-01,38.26667,"POWDERHORN, CO US",0.9996,COOP:056651,METERS,-107.1
77,1339.0,1943-01-01,1950-12-01,37.31667,"SPRINGFIELD 8 SW, CO US",0.9792,COOP:056705,METERS,-102.71667
78,1578.9,1980-12-01,1982-02-01,37.23333,"PRITCHETT 16 SW, CO US",1.0,COOP:056710,METERS,-103.08333
79,1464.9,1948-08-01,1954-07-30,38.23333,"PUEBLO WEATHER BUREAU AIRPORT, CO US",1.0,COOP:056738,METERS,-104.63333
80,1424.5,1954-01-01,2015-11-01,38.28868,"PUEBLO MEMORIAL AIRPORT, CO US",0.9974,COOP:056740,METERS,-104.5057
81,1430.1,1941-07-01,1971-03-01,38.28333,"PUEBLO CITY RESERVOIR, CO US",0.9384,COOP:056743,METERS,-104.65
82,1434.1,1945-05-01,1954-06-01,38.26667,"PUEBLO FIRE STATION NUMBER 2, CO US",0.9819,COOP:056748,METERS,-104.6
83,1464.0,1948-01-01,1950-01-01,38.28333,"PUEBLO FIRE STATION NUMBER 5, CO US",0.9986,COOP:056753,METERS,-104.61667
84,1427.1,1957-01-01,1977-10-01,38.31667,"PUEBLO ARMY DEPOT, CO US",0.964,COOP:056763,METERS,-104.35
85,1481.6,1975-07-01,2015-11-01,38.25971,"PUEBLO RESERVOIR, CO US",0.9896,COOP:056765,METERS,-104.71784
86,1498.1,1971-07-01,1985-05-01,38.18333,"PUEBLO 6 SSW, CO US",0.9878,COOP:056767,METERS,-104.65
87,2441.1,1947-07-01,2005-06-01,40.24111,"PYRAMID, CO US",0.9942,COOP:056797,METERS,-107.08639
88,2849.0,1948-08-01,1950-03-25,40.36667,"RABBIT EARS PASS, CO US",0.211,COOP:056811,METERS,-106.71667
89,1798.3,1978-05-01,2015-11-01,39.8297,"RALSTON RESERVOIR, CO US",0.9733,COOP:056816,METERS,-105.2352
90,2630.4,1988-11-01,1998-04-01,40.44861,"RAND, CO US",1.0,COOP:056820,METERS,-106.18444
91,1608.4,1950-07-01,2015-11-01,40.0889,"RANGELY 1 E, CO US",0.977,COOP:056832,METERS,-108.7727
92,1741.9,1982-06-01,1985-07-01,40.86667,"RAWHIDE RESERVOIR, CO US",0.8681,COOP:056842,METERS,-105.01667
93,2625.9,1948-01-01,1951-08-30,39.51667,"REDCLIFF, CO US",1.0,COOP:056917,METERS,-106.36667
94,2529.8,1991-08-01,1997-04-01,40.79778,"RED FEATHER LAKES, CO US",0.9711,COOP:056921,METERS,-105.58556
95,2488.7,1941-09-01,1990-06-01,40.78333,"RED FEATHER LAKES 2 SE, CO US",0.8755,COOP:056925,METERS,-105.55
96,2318.0,1959-10-01,1962-08-01,40.73333,"RED FEATHER LAKES 6, CO US",0.9708,COOP:056930,METERS,-105.51667
97,2196.1,1963-08-01,1964-12-01,39.18333,"REDSTONE, CO US",0.7624,COOP:056966,METERS,-107.23333
98,2458.2,1979-01-01,1994-06-01,39.2,"REDSTONE 4 W, CO US",0.9895,COOP:056970,METERS,-107.3
99,2407.9,1982-05-01,1995-12-01,37.71667,"RED WING 1 WSW, CO US",0.9997,COOP:056977,METERS,-105.31667
100,2682.2,1893-01-01,2001-08-01,37.71306,"RICO, CO US",0.8804,COOP:057017,METERS,-108.03861
101,2148.5,1982-05-01,2015-11-01,38.1499,"RIDGWAY, CO US",0.99,COOP:057020,METERS,-107.7583
102,1656.6,1931-01-01,2007-11-01,39.54472,"RIFLE, CO US",0.922,COOP:057031,METERS,-107.78528
103,1667.0,2009-10-01,2015-11-01,39.5572,"RIFLE 3 ENE, CO US",1.0,COOP:057033,METERS,-107.7261
104,1684.0,2012-01-01,2015-11-01,39.52791,"RIFLE GARFIELD CO AIRPORT, CO US",1.0,COOP:057034,METERS,-107.71965
105,2893.2,1977-09-01,2015-11-01,37.722,"RIO GRANDE RESERVOIR, CO US",0.9935,COOP:057050,METERS,-107.2667
106,1271.0,1931-01-01,2015-11-01,38.03846,"ROCKY FORD 2 SE, CO US",0.9676,COOP:057167,METERS,-103.69477
107,1446.0,1955-05-01,1960-09-01,40.15,"ROGGEN 2 S, CO US",0.9992,COOP:057187,METERS,-104.38333
108,2585.9,1975-02-01,1989-01-01,39.91667,"ROLLINSVILLE, CO US",0.0116,COOP:057195,METERS,-105.5
109,1864.5,1995-08-01,2015-11-01,39.4286,"ROXBOROUGH ST PARK, CO US",0.9877,COOP:057249,METERS,-105.0702
110,1845.3,1931-01-01,2013-12-01,38.8611,"RUSH 1 N, CO US",0.9347,COOP:057287,METERS,-104.094
111,2346.0,1991-10-01,2015-11-01,40.70082,"RUSTIC 9 WSW, CO US",0.9926,COOP:057296,METERS,-105.71193
112,2462.8,1975-02-01,1993-11-01,40.7,"RUSTIC 12 WSW, CO US",0.0118,COOP:057300,METERS,-105.8
113,2761.5,1959-09-01,2015-11-01,38.8416,"RUXTON PARK, CO US",0.9926,COOP:057309,METERS,-104.9742
114,2087.9,1944-10-01,1992-01-01,37.9,"RYE, CO US",0.9383,COOP:057315,METERS,-104.93333
115,2176.6,1997-02-01,2015-11-01,37.9137,"RYE 1 SW, CO US",0.9958,COOP:057317,METERS,-104.9484
116,2068.4,1985-07-01,2013-12-29,37.92584,"RYE SCHOOL, CO US",0.0175,COOP:057320,METERS,-104.92977
117,2359.5,1894-04-01,2009-04-01,38.09208,"SAGUACHE, CO US",0.929,COOP:057337,METERS,-106.15122
118,3052.9,1951-01-01,1953-06-01,38.7,"ST ELMO, CO US",1.0,COOP:057345,METERS,-106.36667
119,2182.4,1897-10-01,2010-09-01,38.5328,"SALIDA, CO US",0.7699,COOP:057370,METERS,-106.0158
120,2282.3,1970-12-01,1984-05-01,38.53333,"SALIDA 3 W, CO US",0.8395,COOP:057371,METERS,-106.05
121,2589.0,1938-01-01,1943-09-01,37.98333,"SAN ISABEL, CO US",1.0,COOP:057417,METERS,-105.05
122,2421.0,1948-08-01,2006-09-01,37.1954,"SAN LUIS, CO US",0.6895,COOP:057428,METERS,-105.4242
123,2421.0,1980-05-01,2006-06-01,37.1954,"SAN LUIS 1 S, CO US",0.93,COOP:057430,METERS,-105.4244
124,2297.0,1946-06-01,1955-06-01,37.65,"SAN LUIS LAKES 3 W, CO US",1.0,COOP:057433,METERS,-105.8
125,2418.9,2009-06-01,2014-01-01,37.1941,"SAN LUIS 1 S, CO US",0.0073,COOP:057436,METERS,-105.4325
126,2958.1,2007-06-01,2015-11-01,37.82269,"SANTA MARIA RESERVOIR, CO US",0.9999,COOP:057450,METERS,-107.10973
127,2354.9,1919-01-01,1965-12-01,38.48333,"SAPINERO 8 E, CO US",0.3759,COOP:057455,METERS,-107.18333
128,2837.1,1920-01-01,1946-08-01,38.46667,"SAPINERO 9 W, CO US",0.925,COOP:057456,METERS,-107.46667
129,2104.9,1940-05-01,1946-07-01,37.11667,"SARCILLO, CO US",0.9333,COOP:057459,METERS,-104.75
130,2582.0,1958-08-01,2015-11-01,38.40372,"SARGENTS, CO US",0.9724,COOP:057460,METERS,-106.42398
131,2479.9,1947-07-01,1958-08-01,38.4,"SARGENTS 6 W, CO US",0.9922,COOP:057461,METERS,-106.5
132,1882.1,1941-04-01,1948-06-01,39.36667,"SEDALIA, CO US",0.9885,COOP:057508,METERS,-105.0
133,1830.9,1956-06-01,2015-11-01,39.38559,"SEDALIA 4 SSE, CO US",0.972,COOP:057510,METERS,-104.94537
134,1092.4,1931-01-01,2006-12-01,40.9383,"SEDGWICK, CO US",0.4759,COOP:057513,METERS,-102.5253
135,1218.0,1958-11-01,2015-11-01,40.8658,"SEDGWICK 5 S, CO US",0.9957,COOP:057515,METERS,-102.51615
136,1434.4,1949-05-01,2015-11-01,39.29505,"SEIBERT, CO US",0.2253,COOP:057519,METERS,-102.86765
137,1578.9,1948-08-01,1996-12-31,39.55,"SHAW 2 E, CO US",0.319,COOP:057557,METERS,-103.35
138,1524.0,1996-11-01,2015-11-01,39.5719,"SHAW 4 ENE, CO US",0.9913,COOP:057560,METERS,-103.2922
139,2360.4,1988-01-01,2015-11-01,37.715,"SHEEP MOUNTAIN, CO US",0.9821,COOP:057572,METERS,-105.2352
140,1240.5,2000-01-01,2008-09-01,38.46846,"SHERIDAN LAKE, CO US",0.9524,COOP:057582,METERS,-102.29675
141,1231.1,2009-03-01,2015-11-01,38.4683,"SHERIDAN LAKE 4 E, CO US",0.9998,COOP:057586,METERS,-102.217
142,1826.4,1931-01-01,2015-11-01,39.5703,"SHOSHONE, CO US",0.9362,COOP:057618,METERS,-107.2267
143,3157.7,1931-01-01,1996-09-01,40.03278,"SILVER LAKE, CO US",0.8267,COOP:057648,METERS,-105.57583
144,2830.1,1906-01-01,2015-11-01,37.8088,"SILVERTON, CO US",0.9515,COOP:057656,METERS,-107.6633
145,1823.9,1948-08-01,2014-01-01,39.13983,"SIMLA, CO US",0.8689,COOP:057664,METERS,-104.08785
146,2773.4,1985-07-01,1988-07-01,40.58333,"SKY RANCH LUTHRN CMP, CO US",0.8912,COOP:057682,METERS,-105.6
147,1915.4,1983-09-01,1994-03-01,38.93333,"SOMERSET 1 E, CO US",0.0231,COOP:057735,METERS,-107.45
148,1888.8,1978-05-01,1995-05-01,39.4,"SOUTH PLATTE, CO US",0.9853,COOP:057816,METERS,-105.18333
149,2555.7,1931-01-01,2003-01-01,40.4725,"SPICER, CO US",0.9688,COOP:057848,METERS,-106.4475
150,1344.5,1931-01-01,1985-07-01,37.4,"SPRINGFIELD, CO US",0.9084,COOP:057862,METERS,-102.61667
151,1408.8,1956-09-01,2002-09-27,37.36944,"SPRINGFIELD 7 WSW, CO US",0.9982,COOP:057866,METERS,-102.74278
152,1373.1,1948-01-01,1972-06-01,37.28333,"SPRINGFIELD 8 S, CO US",0.99,COOP:057867,METERS,-102.61667
153,1339.0,1951-01-01,1956-08-01,37.31667,"SPRINGFIELD 8 SW, CO US",0.9999,COOP:057871,METERS,-102.71667
154,3507.9,1964-09-01,1981-07-01,39.68333,"SQUAW MOUNTAIN, CO US",1.0,COOP:057881,METERS,-105.5
155,2030.9,1944-09-01,1961-06-01,37.21667,"STATE TURKEY EXPERIMENTAL FAR, CO US",0.9903,COOP:057928,METERS,-107.26667
